Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
AMPICILLIN-SULBACTAM ,AMPICILLIN SODIUM/SULBACTAM NA ,2213,9846,9847.7,1294514.74,2539,  ,6147,6147.9,770035.38,  ,1759,N ,Y ,N ,N 
AMPYRA ,DALFAMPRIDINE ,3704,55756,66799.6,98936764.82,8903,  ,12826,16370.9,24220836.70,  ,2222,N ,N ,N ,N 
AMRIX ,CYCLOBENZAPRINE HCL ,2036,6577,7758.2,5187249.45,2244,  ,2416,3142.6,1981793.54,  ,980,N ,N ,Y ,N 
AMTURNIDE ,ALISKIREN/AMLODIPIN/HCTHIAZIDE ,494,2692,3887.7,424078.44,463,  ,2386,3517.7,383173.38,  ,418,N ,N ,N ,N 
ANADROL-50 ,OXYMETHOLONE ,54,357,370.5,640892.07,69,  ,53,60.5,71875.95,  ,16,N ,N ,N ,N 
ANAFRANIL ,CLOMIPRAMINE HCL ,105,549,691,733679.88,93,  ,208,305,257466.76,  ,45,N ,N ,Y ,N 
ANAGRELIDE HCL ,ANAGRELIDE HCL ,6785,48994,70168.5,6508086.51,8385,  ,45435,65718,5870547.40,  ,7833,N ,N ,N ,N 
DESFERAL MESYLATE ,DEFEROXAMINE MESYLATE ,,13,13.9,5058.77,,* ,,,,* ,,N ,N ,N ,N 
ANALPRAM HC ,HYDROCORTISONE/PRAMOXINE ,129,167,179,21231.64,129,  ,132,142,16844.37,  ,102,N ,N ,N ,N 
ANAPROX ,NAPROXEN SODIUM ,16,40,50.7,9401.63,14,# ,,,,# ,,N ,N ,N ,N 
ANAPROX DS ,NAPROXEN SODIUM ,104,277,385.8,92205.73,92,  ,184,279.5,66088.36,  ,66,N ,N ,N ,N 
ANASPAZ ,HYOSCYAMINE SULFATE ,1102,2071,2349.3,32186.20,1159,  ,1294,1477.7,19923.01,  ,795,N ,N ,N ,N 
ANASTROZOLE ,ANASTROZOLE ,53470,1133449,1859376.2,42095313.58,212056,  ,1037885,1727325.7,38816454.01,  ,194883,N ,N ,N ,N 
ANCOBON ,FLUCYTOSINE ,12,43,43,506870.34,12,# ,,,,# ,,N ,N ,N ,N 
ANDRODERM ,TESTOSTERONE ,12986,45642,58930.7,18787623.73,14141,  ,26816,37476.8,11671590.12,  ,8954,N ,N ,N ,N 
ANDROGEL ,TESTOSTERONE ,78567,605372,759440,307815788.63,164365,  ,410346,539922.7,215869190.45,  ,116841,N ,N ,N ,N 
ANDROID ,METHYLTESTOSTERONE ,187,605,774.2,734807.38,186,  ,337,480.6,347439.59,  ,119,N ,N ,N ,N 
ANDROXY ,FLUOXYMESTERONE ,547,2328,2817.1,600240.69,553,  ,1410,1809,364834.80,  ,361,N ,N ,N ,N 
ANGELIQ ,DROSPIRENONE/ESTRADIOL ,357,1559,2142.9,204219.30,345,  ,905,1332.1,125300.26,  ,217,N ,N ,Y ,N 
ANIMI-3 ,OM-3/DHA/EPA/D3/B12/FA/B-6/PHY ,30,56,118,4820.43,40,# ,,,,# ,,N ,N ,N ,N 
ANIMI-3 WITH VITAMIN D ,OM-3/DHA/EPA/D3/B12/FA/B-6/PHY ,54,174,322,12948.11,71,  ,157,294,11635.56,# ,,N ,N ,N ,N 
ANTABUSE ,DISULFIRAM ,406,911,1068.9,172615.12,376,  ,328,419.8,64859.90,  ,145,N ,N ,N ,N 
ANTARA ,"FENOFIBRATE,MICRONIZED ",7761,35271,51905.3,9033160.51,10498,  ,27200,41747.3,7204558.28,  ,8371,N ,N ,N ,N 
ANTIPYRINE-BENZOCAINE ,ANTIPYRINE/BENZOCAINE/GLYCERIN ,23390,39547,40208.1,438651.41,34380,  ,25855,26327.1,287006.67,  ,22417,N ,N ,N ,N 
ANTIVERT ,MECLIZINE HCL ,36,51,53,1658.38,36,# ,,,,# ,,N ,N ,N ,N 
ANUSOL-HC ,HYDROCORTISONE ,546,888,943.5,69493.25,564,  ,795,841.5,63307.15,  ,502,N ,N ,N ,N 
ANZEMET ,DOLASETRON MESYLATE ,65,322,351,524657.62,77,  ,100,112.2,116336.70,  ,49,N ,N ,N ,N 
APEXICON E ,DIFLORASONE DIACETATE/EMOLL ,1342,2571,2771.9,850111.90,1647,  ,2247,2424.8,716359.74,  ,1477,N ,N ,N ,N 
APIDRA ,INSULIN GLULISINE ,11495,53877,70181.3,15723006.72,13982,  ,37709,50027.7,10403476.81,  ,9743,N ,N ,N ,N 
APIDRA SOLOSTAR ,INSULIN GLULISINE ,13039,51984,79691.1,18604420.26,17511,  ,36545,58496.9,12935097.06,  ,12684,N ,N ,N ,N 
APLENZIN ,BUPROPION HBR ,765,4235,5518.5,3365844.20,747,  ,1940,2784,1562135.36,  ,372,N ,N ,N ,N 
APOKYN ,APOMORPHINE HCL ,322,1473,1858.6,33450936.43,545,  ,1100,1420.2,25415934.44,  ,436,N ,N ,N ,N 
APRACLONIDINE HCL ,APRACLONIDINE HCL ,1241,5378,6848.9,551490.93,1759,  ,4949,6322.9,510147.60,  ,1612,N ,N ,N ,N 
APRI ,DESOGESTREL-ETHINYL ESTRADIOL ,2486,13417,16075.6,347167.33,2240,  ,11,27.2,520.26,* ,,N ,N ,N ,N 
APRISO ,MESALAMINE ,12258,101673,128866.9,37737028.06,21786,  ,83470,108180.7,31480667.15,  ,18038,N ,N ,N ,N 
APTIVUS ,TIPRANAVIR ,428,3476,3561,4249577.33,395,  ,510,551,646349.35,  ,57,N ,N ,N ,N 
APTIVUS ,TIPRANAVIR/VITAMIN E TPGS ,,19,19,23067.72,,* ,,,,* ,,N ,N ,N ,N 
ARALAST NP ,ALPHA-1-PROTEINASE INHIBITOR ,278,4080,4097.1,27980888.36,282,  ,1712,1729.1,11580748.12,  ,124,N ,N ,N ,N 
ARANELLE ,NORETHINDRONE-ETHINYL ESTRAD ,86,434,527.5,15492.16,77,* ,,,,* ,,N ,N ,N ,N 
ARANESP ,DARBEPOETIN ALFA IN POLYSORBAT ,8505,58899,62434.8,65373548.99,12627,  ,51829,54878.5,56109692.73,  ,10845,N ,N ,N ,N 
ARAVA ,LEFLUNOMIDE ,343,1507,2162.7,1790736.40,330,  ,1126,1686.7,1379078.17,  ,248,N ,N ,N ,N 
ARBINOXA ,CARBINOXAMINE MALEATE ,242,855,954.9,35426.67,490,  ,555,629.6,20460.35,  ,326,N ,N ,Y ,N 
ARCALYST ,RILONACEPT ,13,99,108,2244871.56,14,  ,53,62,1289109.01,* ,,N ,N ,N ,N 
ARCAPTA NEOHALER ,INDACATEROL MALEATE ,1695,11739,15005.1,2613701.34,3387,  ,10453,13535.1,2354494.09,  ,3010,N ,N ,N ,N 
ARESTIN ,MINOCYCLINE HCL MICROSPHERES ,1965,4328,4328.2,4337087.16,4205,  ,4033,4033.2,3964977.93,  ,3917,N ,N ,N ,N 
ARICEPT ,DONEPEZIL HCL ,24333,183426,223744.6,61517723.81,33935,  ,174509,213766.6,58664629.28,  ,32367,N ,N ,N ,N 
ARICEPT ODT ,DONEPEZIL HCL ,115,306,389.1,107448.65,124,  ,286,369.1,101378.30,# ,,N ,N ,N ,N 
ARIMIDEX ,ANASTROZOLE ,1954,9411,13906,5816014.78,2026,  ,8355,12590.6,5260401.25,  ,1813,N ,N ,N ,N 
ARISTOSPAN ,TRIAMCINOLONE HEXACETONIDE ,21,83,83,4913.89,52,  ,72,72,2739.61,# ,,N ,N ,N ,N 
ARIXTRA ,FONDAPARINUX SODIUM ,893,2512,2664.2,6405050.49,858,  ,1480,1606.3,3432783.69,  ,589,N ,N ,N ,N 
ARMOUR THYROID ,"THYROID,PORK ",31766,190242,331279.5,2075881.91,45928,  ,161215,288382.5,1762363.59,  ,39204,N ,N ,Y ,N 
AROMASIN ,EXEMESTANE ,1101,5286,6895.9,3276808.03,1140,  ,4553,6018,2854742.64,  ,990,N ,N ,N ,N 
ARTHROTEC 50 ,DICLOFENAC SODIUM/MISOPROSTOL ,2322,7196,8670.6,1726960.51,2296,  ,6267,7611.7,1488225.23,  ,1989,N ,N ,N ,N 
ARTHROTEC 75 ,DICLOFENAC SODIUM/MISOPROSTOL ,5007,17712,22957.4,4443691.93,5142,  ,15114,19857.8,3811280.44,  ,4390,N ,N ,N ,N 
ASACOL ,MESALAMINE ,34633,123982,162947.6,54693188.86,53646,  ,103526,139661,46148501.45,  ,45494,N ,N ,N ,N 
ASACOL HD ,MESALAMINE ,24184,147925,195999.3,80130759.86,36319,  ,122755,166426,66771213.85,  ,30269,N ,N ,N ,N 
ASCOMP WITH CODEINE ,CODEINE/BUTALBITAL/ASA/CAFFEIN ,7680,30056,31091.7,1770247.84,7346,  ,19160,20005,1119243.66,  ,4846,Y ,N ,Y ,N 
ASMANEX ,MOMETASONE FUROATE ,44175,253795,345880.2,55118948.49,72798,  ,209361,292456.6,46419767.29,  ,59927,N ,N ,N ,N 
ASTELIN ,AZELASTINE HCL ,1784,4011,5059.5,650452.02,1861,  ,3261,4228.4,545258.81,  ,1481,N ,N ,N ,N 
ASTEPRO ,AZELASTINE HCL ,34542,180407,226830.3,26057854.59,82424,  ,147651,188707.6,21524022.91,  ,69870,N ,N ,N ,N 
ATACAND ,CANDESARTAN CILEXETIL ,25590,104949,162553.1,16902590.76,30113,  ,98739,154325.7,16029288.82,  ,28365,N ,N ,N ,N 
ATACAND HCT ,CANDESARTAN/HYDROCHLOROTHIAZID ,3884,14452,21476.5,2597469.58,3897,  ,13596,20319.4,2456988.10,  ,3634,N ,N ,N ,N 
ATELVIA ,RISEDRONATE SODIUM ,16741,233043,297607.7,41969221.50,49814,  ,215327,276554.1,38981213.97,  ,46020,N ,N ,N ,N 
ATENOLOL ,ATENOLOL ,319662,13917682,25469152.1,104677349.02,2625586,  ,12129377,22915768.3,93634147.02,  ,2333348,N ,N ,N ,N 
ATENOLOL-CHLORTHALIDONE ,ATENOLOL/CHLORTHALIDONE ,77360,766377,1362578.5,7149527.42,148861,  ,663726,1217423.6,6323403.14,  ,130719,N ,N ,N ,N 
ATIVAN ,LORAZEPAM ,4069,15285,18343.4,7445614.38,3703,  ,12543,15372.1,5821446.51,  ,3075,N ,N ,N ,N 
ATORVASTATIN CALCIUM ,ATORVASTATIN CALCIUM ,389798,26667006,44910328.9,910606559.70,5344780,  ,22958182,39822932.8,803352827.71,  ,4657439,N ,N ,N ,N 
ATOVAQUONE-PROGUANIL HCL ,ATOVAQUONE/PROGUANIL HCL ,13233,36950,40091.5,5530322.82,34112,  ,35350,38241,5021107.81,  ,33081,N ,N ,N ,N 
ATRALIN ,TRETINOIN ,692,1402,1534.7,439894.57,904,  ,1074,1194.4,336930.97,  ,738,N ,N ,N ,N 
ATRIPLA ,EFAVIRENZ/EMTRICITAB/TENOFOVIR ,11618,264149,277519.6,528872313.20,29568,  ,50007,55334.9,104596250.01,  ,5864,N ,N ,N ,N 
ATROPINE CARE ,ATROPINE SULFATE ,1353,2548,2835.8,44382.63,1889,  ,2112,2340.5,36468.72,  ,1660,N ,N ,N ,N 
ATROPINE SULFATE ,ATROPINE SULFATE ,18917,61225,73822.9,1224846.99,39947,  ,50444,60890.8,1003607.83,  ,34795,N ,N ,N ,N 
ATROPINE SULFATE ,ATROPINE SULFATE/PF ,55,74,74.5,810.09,56,# ,,,,# ,,N ,N ,N ,N 
ATROVENT ,IPRATROPIUM BROMIDE ,378,917,1258,124438.06,375,  ,873,1200,119633.58,  ,352,N ,N ,N ,N 
ATROVENT HFA ,IPRATROPIUM BROMIDE ,78519,386376,463235.9,106640076.94,115644,  ,285759,348480.6,80392538.62,  ,87957,N ,N ,N ,N 
AUBAGIO ,TERIFLUNOMIDE ,1377,15130,16546.9,64990477.16,2986,  ,2708,3057.4,12063105.19,  ,563,N ,N ,N ,N 
AUGMENTIN ,AMOXICILLIN/POTASSIUM CLAV ,589,823,832.5,191961.49,558,  ,661,668.5,150844.31,  ,471,N ,Y ,N ,N 
AUGMENTIN XR ,AMOXICILLIN/POTASSIUM CLAV ,86,148,152,44590.34,76,  ,101,101,27412.89,  ,59,N ,Y ,N ,N 
AURAX ,ANTIPYRINE/BENZOCAINE ,48,48,49.6,7929.95,48,  ,25,25.6,4138.35,  ,25,N ,N ,N ,N 
AURODEX ,ANTIPYRINE/BENZOCAINE/GLYCERIN ,25,33,33,378.88,25,  ,18,18,222.95,  ,14,N ,N ,N ,N 
AUROGUARD ,ANTIPYRINE/BENZOCAINE/GLYCERIN ,149,172,175.3,1982.48,164,  ,126,129,1454.98,  ,119,N ,N ,N ,N 
AUVI-Q ,EPINEPHRINE ,2427,3619,3776.7,990620.96,3372,  ,2652,2787.7,720527.55,  ,2541,N ,N ,N ,N 
AVALIDE ,IRBESARTAN/HYDROCHLOROTHIAZIDE ,3525,12555,19209.5,2266611.55,3408,  ,11706,18101.5,2138245.84,  ,3186,N ,N ,N ,N 
AVANDAMET ,ROSIGLITAZONE/METFORMIN HCL ,102,564,1225,216336.34,129,  ,499,1082,186297.55,  ,115,N ,N ,N ,N 
AVANDARYL ,ROSIGLITAZONE/GLIMEPIRIDE ,26,129,229,38099.07,25,  ,104,180,29892.22,# ,,N ,N ,N ,N 
AVANDIA ,ROSIGLITAZONE MALEATE ,303,1858,3617.2,614488.58,381,  ,1671,3252.2,546279.28,  ,347,N ,N ,N ,N 
AVAPRO ,IRBESARTAN ,11556,46284,70871.2,7157187.78,11961,  ,43238,66881.8,6763635.00,  ,11126,N ,N ,N ,N 
AVAR-E ,SULFACETAMIDE SODIUM/SULFUR ,14,17,17,3836.77,14,# ,,,,# ,,N ,N ,N ,N 
AVAR-E LS ,SULFACETAMIDE SODIUM/SULFUR ,11,14,14,4052.31,11,# ,,,,# ,,N ,N ,N ,N 
AVASTIN ,BEVACIZUMAB ,388,3727,3761.8,18532135.75,831,  ,3105,3133.8,15555900.21,  ,694,N ,N ,N ,N 
AVC ,SULFANILAMIDE ,267,424,460.6,70263.04,288,  ,365,398.6,60529.79,  ,249,N ,N ,N ,N 
AVELOX ,MOXIFLOXACIN HCL ,103748,345413,346636.7,63909377.09,272252,  ,281498,282504,51335227.46,  ,223371,N ,Y ,N ,N 
AVELOX ABC PACK ,MOXIFLOXACIN HCL ,4466,6239,6253.4,1152775.20,5227,  ,4857,4865,893691.47,  ,4070,N ,Y ,N ,N 
AVELOX IV ,MOXIFLOXACIN IN NACL (ISO-OSM) ,562,1303,1303,236689.29,702,  ,1040,1040,183317.88,  ,598,N ,Y ,N ,N 
AVIANE ,LEVONORGESTREL-ETH ESTRADIOL ,2666,12863,15489.5,342818.51,2411,  ,36,75.9,1543.27,  ,13,N ,N ,N ,N 
AVINZA ,MORPHINE SULFATE ,7695,53115,55730.6,25615451.02,6829,  ,20840,22383.2,8649145.39,  ,2813,Y ,N ,N ,N 
AVITA ,TRETINOIN ,82,132,193.1,9463.88,80,  ,84,131.6,5443.39,  ,52,N ,N ,N ,N 
AVODART ,DUTASTERIDE ,103161,1596787,2465508,304032961.38,293685,  ,1511705,2358928.1,290663553.28,  ,279722,N ,N ,N ,N 
AVONEX ,INTERFERON BETA-1A ,6442,80319,86300.3,366742296.21,9982,  ,30119,32955.1,140418586.36,  ,3549,N ,N ,N ,N 
AVONEX ADMINISTRATION PACK ,INTERFERON BETA-1A/ALBUMIN ,1202,8474,9120.2,38315557.81,1224,  ,3013,3301.6,13997937.46,  ,418,N ,N ,N ,N 
AVONEX PEN ,INTERFERON BETA-1A ,3528,42037,46159.2,196809517.14,6034,  ,12836,14640.7,62701695.95,  ,1836,N ,N ,N ,N 
AXERT ,ALMOTRIPTAN MALATE ,1691,5988,6760,2327686.81,1582,  ,2866,3429.1,1110467.66,  ,825,N ,N ,N ,N 
AXID ,NIZATIDINE ,,16,16.4,9367.65,,  ,16,16.4,9367.65,* ,,N ,N ,N ,N 
AXIRON ,TESTOSTERONE ,8121,25841,30900.8,11708451.92,10364,  ,18911,23165.3,8723010.03,  ,7699,N ,N ,N ,N 
AXONA ,"NUT.TX, METAB.DIS, MV & MIN #2 ",1171,4056,4973.6,403889.70,1425,  ,4006,4905.6,398629.57,  ,1398,N ,N ,N ,N 
AYGESTIN ,NORETHINDRONE ACETATE ,38,91,147.8,10963.29,35,  ,56,104,6285.49,  ,22,N ,N ,N ,N 
AZACITIDINE ,AZACITIDINE ,25,65,65,308709.58,30,# ,,,,# ,,N ,N ,N ,N 
AZACTAM ,AZTREONAM ,742,1736,1736,828558.45,798,  ,1191,1191,514193.88,  ,560,N ,Y ,N ,N 
AZACTAM-ISO-OSMOTIC DEXTROSE ,AZTREONAM/DEXTROSE-WATER ,380,1287,1287,482006.83,419,  ,922,922,314753.67,  ,312,N ,Y ,N ,N 
AZASAN ,AZATHIOPRINE ,568,2394,3755.6,671237.06,542,  ,1497,2615.3,437181.08,  ,358,N ,N ,N ,N 
AZASITE ,AZITHROMYCIN ,15832,95690,100497.3,11393043.63,46430,  ,87712,92215.8,10472990.50,  ,42903,N ,N ,N ,N 
AZATHIOPRINE ,AZATHIOPRINE ,40886,374640,552863,11105950.80,68883,  ,252151,393016.5,7715536.66,  ,47035,N ,N ,N ,N 
AZELASTINE HCL ,AZELASTINE HCL ,102467,704851,848532.8,55451523.29,310793,  ,566383,692750,45199816.96,  ,258771,N ,N ,N ,N 
AZELEX ,AZELAIC ACID ,2040,4314,4640.5,1286586.28,2333,  ,2892,3154.7,854073.30,  ,1730,N ,N ,N ,N 
AZILECT ,RASAGILINE MESYLATE ,15455,236588,325322.5,131183039.39,40749,  ,218819,302505.7,121753763.58,  ,37722,N ,N ,N ,N 
AZITHROMYCIN ,AZITHROMYCIN ,536717,7364911,7425794.2,90113519.63,5286521,  ,5707851,5756506.8,68615650.26,  ,4174287,N ,Y ,N ,N 
AZOPT ,BRINZOLAMIDE ,38044,569202,843152.5,86674326.90,151476,  ,533723,794629.5,81536565.85,  ,142107,N ,N ,N ,N 
AZOR ,AMLODIPINE BES/OLMESARTAN MED ,41493,406622,603407.5,88681470.37,75177,  ,368722,554755.6,81325641.58,  ,68076,N ,N ,N ,N 
AZTREONAM ,AZTREONAM ,1638,4361,4365,2565267.19,1809,  ,2872,2872,1513594.44,  ,1275,N ,Y ,N ,N 
AZULFIDINE ,SULFASALAZINE ,358,1507,2189.6,250651.51,352,  ,1325,1948.8,223119.57,  ,302,N ,N ,N ,N 
AZURETTE ,DESOG-E.ESTRADIOL/E.ESTRADIOL ,923,4278,5605.8,222297.77,810,  ,19,24.6,927.02,* ,,N ,N ,N ,N 
B-D SINGLE USE ALCOHOL SWAB ,ALCOHOL ANTISEPTIC PADS ,130,576,622.6,2201.64,165,  ,494,535.3,1816.68,  ,133,N ,N ,N ,N 
B-NEXA ,PNV/FA/B6/CALCIUM PHOS/GINGER ,15,29,38,1802.21,17,* ,,,,* ,,N ,N ,N ,N 
B-PLEX PLUS ,"MULTIVITS,THERAP W-FE,HEMATIN ",12,28,28,85.23,12,# ,,,,# ,,N ,N ,N ,N 
BACIIM ,BACITRACIN ,,65,65,3523.30,,# ,,,,# ,,N ,N ,N ,N 
BACITRACIN ,BACITRACIN ,26089,124799,126610.3,7569771.48,82336,  ,110540,112203,6674413.26,  ,73895,N ,N ,N ,N 
BACITRACIN-POLYMYXIN ,BACITRACIN/POLYMYXIN B SULFATE ,12006,35499,36025.9,828656.04,25494,  ,30826,31327.2,714394.50,  ,22262,N ,N ,N ,N 
BACLOFEN ,BACLOFEN ,185003,2751810,3214685.1,37512257.79,630433,  ,1205411,1450831.7,14391968.84,  ,336704,N ,N ,N ,N 
BACMIN ,"MULTIVIT, MIN CMB#20/IRON/FA ",176,1078,1687,18127.03,210,  ,1052,1647,17698.85,# ,,N ,N ,N ,N 
BACTRIM ,SULFAMETHOXAZOLE/TRIMETHOPRIM ,44,91,166,6240.06,43,# ,,,,# ,,N ,Y ,N ,N 
BACTRIM DS ,SULFAMETHOXAZOLE/TRIMETHOPRIM ,639,924,1109.5,65629.85,604,  ,741,874.9,47831.23,  ,505,N ,Y ,N ,N 
BACTROBAN ,MUPIROCIN ,563,954,1002,122517.50,565,  ,741,781,75045.23,  ,467,N ,N ,N ,N 
BACTROBAN ,MUPIROCIN CALCIUM ,15264,25969,26311.6,3057723.12,18603,  ,19274,19528.8,2177364.28,  ,14137,N ,N ,N ,N 
BACTROBAN NASAL ,MUPIROCIN CALCIUM ,14408,25309,25491.1,3287428.25,21003,  ,20447,20606.5,2628367.14,  ,17131,N ,N ,N ,N 
BAL-CARE DHA ,PNV81/SOD IRON EDTA& PS/FA/OM3 ,,18,22,1794.63,,  ,0,0,0.00,  ,0,N ,N ,N ,N 
BALSALAZIDE DISODIUM ,BALSALAZIDE DISODIUM ,12108,89007,132587.6,11370422.95,19202,  ,77817,118503.5,10118373.58,  ,16958,N ,N ,N ,N 
BALZIVA ,NORETHINDRONE-ETHINYL ESTRAD ,783,4181,4878.1,144477.99,687,  ,89,111.6,3122.81,  ,18,N ,N ,N ,N 
BANZEL ,RUFINAMIDE ,1571,19190,20214.3,26220199.43,1842,  ,707,799.6,953061.20,  ,80,N ,N ,N ,N 
BARACLUDE ,ENTECAVIR ,5967,58664,69574.1,67343413.46,7848,  ,36175,44648,43789046.35,  ,4984,N ,N ,N ,N 
BCG VACCINE (TICE STRAIN) ,BCG LIVE ,172,502,555.3,272148.62,314,  ,468,518.9,257232.47,  ,296,N ,N ,N ,N 
BCG VACCINE (TICE STRAIN) ,"BCG VACCINE, LIVE/PF ",25,34,35.5,11854.99,28,# ,,,,# ,,N ,N ,N ,N 
BD INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",,38,45.7,613.59,,# ,,,,# ,,N ,N ,N ,N 
BD INSULIN SYRINGE MICRO-FINE ,"SYRING W-NDL,DISP,INSUL,0.3ML ",43,125,160.4,2282.13,46,  ,67,82.3,1265.41,  ,27,N ,N ,N ,N 
BD INSULIN SYRINGE MICRO-FINE ,"SYRING W-NDL,DISP,INSUL,0.5ML ",153,375,434.5,8470.41,156,  ,270,320.7,6034.65,  ,114,N ,N ,N ,N 
BD INSULIN SYRINGE MICRO-FINE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",63,165,189.7,4208.71,60,  ,104,122,2436.39,  ,41,N ,N ,N ,N 
BD INSULIN SYRINGE ULT-FINE II ,"SYRING W-NDL,DISP,INSUL,0.3ML ",159,393,464,9729.80,161,  ,299,358.4,7461.57,  ,119,N ,N ,N ,N 
BD INSULIN SYRINGE ULT-FINE II ,"SYRINGE & NEEDLE,INSULIN,1 ML ",311,708,899.5,19276.55,310,  ,421,549,11271.96,  ,193,N ,N ,N ,N 
BD INSULIN SYRINGE ULTRA-FINE ,"SYRING W-NDL,DISP,INSUL,0.3ML ",20,37,44.6,854.31,20,# ,,,,# ,,N ,N ,N ,N 
BD ULTRA-FINE PEN NEEDLE ,"NEEDLES, INSULIN DISPOSABLE ",199877,2769650,4594020.9,116498782.01,894134,  ,2043836,3511476.9,85770269.48,  ,660344,N ,N ,N ,N 
BECONASE AQ ,BECLOMETHASONE DIPROPIONATE ,3843,10652,14465.7,2256343.87,3925,  ,8455,11944.3,1850937.63,  ,3203,N ,N ,N ,N 
BELLADONNA-OPIUM ,OPIUM/BELLADONNA ALKALOIDS ,571,969,972.5,560515.79,535,  ,575,577.5,263122.39,  ,380,Y ,N ,N ,N 
BELVIQ ,LORCASERIN HCL ,335,680,792,143102.24,373,  ,603,700,126791.32,  ,329,N ,N ,N ,N 
BENAZEPRIL HCL ,BENAZEPRIL HCL ,178067,3549259,6045448.7,39141188.91,644855,  ,3068464,5367766.6,34671220.25,  ,565181,N ,N ,N ,N 
BENAZEPRIL-HYDROCHLOROTHIAZIDE ,BENAZEPRIL/HYDROCHLOROTHIAZIDE ,68202,605858,1060666.2,21178092.73,115155,  ,530202,954111.8,18968565.58,  ,102098,N ,N ,N ,N 
BENICAR ,OLMESARTAN MEDOXOMIL ,129729,1716498,2633502.6,315361684.80,321333,  ,1564666,2434763.4,290984239.58,  ,293878,N ,N ,N ,N 
BENICAR HCT ,OLMESARTAN/HYDROCHLOROTHIAZIDE ,94602,1069043,1649081,210407406.66,200017,  ,966036,1514999.6,192954713.80,  ,181355,N ,N ,N ,N 
BENLYSTA ,BELIMUMAB ,135,1432,1483,3934644.06,188,  ,139,145.4,417893.72,  ,23,N ,N ,N ,N 
BENSAL HP ,BENZOIC ACID/SALICYLIC ACID ,12,18,18,4084.76,16,# ,,,,# ,,N ,N ,N ,N 
BENSAL HP ,SALICYLIC ACID ,,14,16,6071.39,,* ,,,,* ,,N ,N ,N ,N 
BENTYL ,DICYCLOMINE HCL ,475,1191,1591.3,115218.18,445,  ,933,1294,59409.53,  ,362,N ,N ,N ,N 
BENZACLIN ,CLINDAMYCIN PHOS/BENZOYL PEROX ,622,1196,1256,419451.22,617,  ,424,463.5,155579.08,  ,261,N ,N ,N ,N 
BENZAMYCIN ,ERYTHROMYCIN/BENZOYL PEROXIDE ,18,25,25,7301.00,19,  ,11,11,3668.19,* ,,N ,N ,N ,N 
BENZAMYCINPAK ,ERYTHROMYCIN/BENZOYL PEROXIDE ,75,126,150.4,29323.11,74,  ,50,67.1,12421.36,  ,32,N ,N ,N ,N 
BENZEFOAM ,BENZOYL PEROXIDE ,16,29,35,6683.36,15,* ,,,,* ,,N ,N ,N ,N 
BENZEFOAM ULTRA ,BENZOYL PEROXIDE ,16,32,32,10114.79,15,  ,14,14,3248.43,* ,,N ,N ,N ,N 
BENZONATATE ,BENZONATATE ,59922,155686,161564.9,1963946.58,113589,  ,147060,152571.8,1856196.01,  ,107419,N ,N ,N ,N 
BENZOYL PEROXIDE ,BENZOYL PEROXIDE ,264,432,437.3,8951.58,265,  ,74,74,1605.53,  ,49,N ,N ,N ,N 
BENZPHETAMINE HCL ,BENZPHETAMINE HCL ,,36,38.5,2234.62,,# ,,,,# ,,N ,N ,N ,N 
BENZTROPINE MESYLATE ,BENZTROPINE MESYLATE ,89537,2402378,2530730.7,21465381.50,308477,  ,510482,550060.8,4810395.31,  ,71138,N ,N ,Y ,N 
BEPREVE ,BEPOTASTINE BESILATE ,10321,52720,62003.1,10375854.12,23530,  ,46003,54182,9006760.27,  ,20657,N ,N ,N ,N 
BERINERT ,C1 ESTERASE INHIBITOR ,63,525,527.2,22115694.89,72,  ,83,83,3919087.42,  ,24,N ,N ,N ,N 
BESIVANCE ,BESIFLOXACIN HCL ,12479,284942,294993.3,31006285.09,207483,  ,268481,278054,29198855.33,  ,195914,N ,N ,N ,N 
BETA-VAL ,BETAMETHASONE VALERATE ,80,88,88,1020.41,80,# ,,,,# ,,N ,N ,N ,N 
BETADINE ,POVIDONE-IODINE ,27,80,80,1306.47,50,# ,,,,# ,,N ,N ,N ,N 
BETAGAN ,LEVOBUNOLOL HCL ,232,877,1343.8,70668.14,225,  ,861,1316.3,69618.05,# ,,N ,N ,N ,N 
BETAMETHASONE ACETATE-SOD PHOS ,BETAMET ACET/BETAMET NA PH ,311,716,755.8,23618.68,508,  ,584,614,19047.96,  ,405,N ,N ,N ,N 
BETAMETHASONE DIPROPIONATE ,BETAMETHASONE DIPROPIONATE ,91925,423558,442039.1,28047999.42,226091,  ,338362,354858.5,22231313.84,  ,184469,N ,N ,N ,N 
