Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
ANALPRAM HC ,HYDROCORTISONE/PRAMOXINE ,250,356,377.9,50225.61,256,  ,286,307.9,41457.54,  ,208,N ,N ,N ,N 
ANAPROX ,NAPROXEN SODIUM ,12,27,31,6057.32,,  ,16,20,3751.22,* ,,N ,N ,N ,N 
ANAPROX DS ,NAPROXEN SODIUM ,109,263,374.1,95003.71,98,  ,171,259.2,64169.47,  ,68,N ,N ,N ,N 
ANASPAZ ,HYOSCYAMINE SULFATE ,482,830,889.5,12511.85,498,  ,530,585.3,8326.90,  ,344,N ,N ,N ,N 
ANASTROZOLE ,ANASTROZOLE ,56758,1222619,2079191,35164689.10,234571,  ,1119643,1932316.5,32387209.79,  ,215716,N ,N ,N ,N 
ANDRODERM ,TESTOSTERONE ,11286,40659,53991.1,18314405.60,11831,  ,23363,33917.2,11240567.75,  ,7427,N ,N ,N ,N 
ANDROGEL ,TESTOSTERONE ,67964,482335,616520.8,281803613.62,129542,  ,336567,450808.5,203404049.71,  ,93795,N ,N ,N ,N 
ANDROID ,METHYLTESTOSTERONE ,146,484,650.7,2450638.78,127,  ,273,416.7,1307484.06,  ,83,N ,N ,N ,N 
ANDROXY ,FLUOXYMESTERONE ,425,1646,2011.2,387641.10,397,  ,1116,1421.7,253371.57,  ,269,N ,N ,N ,N 
ANGELIQ ,DROSPIRENONE/ESTRADIOL ,345,1542,2124.9,221931.65,316,  ,961,1410.9,146117.94,  ,207,N ,N ,Y ,N 
ANORO ELLIPTA ,UMECLIDINIUM BRM/VILANTEROL TR ,7131,28853,36114.2,9389250.06,13233,  ,24819,31388.8,8174635.21,  ,11419,N ,N ,N ,N 
ANTABUSE ,DISULFIRAM ,125,245,284.9,49716.51,125,  ,76,102.8,17930.34,  ,39,N ,N ,N ,N 
ANTARA ,"FENOFIBRATE,MICRONIZED ",2387,10552,13989,2535137.39,3027,  ,7998,10834,1966025.16,  ,2312,N ,N ,N ,N 
ANTIPYRINE-BENZOCAINE ,ANTIPYRINE/BENZOCAINE ,24254,39549,40209.7,443652.26,34706,  ,26714,27240.7,300003.50,  ,23379,N ,N ,N ,N 
ANTIVERT ,MECLIZINE HCL ,29,34,34,1179.12,29,# ,,,,# ,,N ,N ,N ,N 
ANUCORT-HC ,HYDROCORTISONE ACETATE ,157,222,228,20545.70,159,  ,188,194,17120.69,  ,138,N ,N ,N ,N 
ANUSOL-HC ,HYDROCORTISONE ,3583,4921,4966,330762.44,3793,  ,4231,4265,285269.21,  ,3252,N ,N ,N ,N 
ANZEMET ,DOLASETRON MESYLATE ,45,230,252.9,497104.31,51,  ,56,65.6,64365.38,  ,26,N ,N ,N ,N 
APEXICON E ,DIFLORASONE DIACETATE/EMOLL ,1353,2314,2466.4,1335985.15,1624,  ,2020,2152.4,1150957.83,  ,1457,N ,N ,N ,N 
APIDRA ,INSULIN GLULISINE ,9895,45102,60140.3,18908163.77,11686,  ,31979,43357,12694148.52,  ,8142,N ,N ,N ,N 
APIDRA SOLOSTAR ,INSULIN GLULISINE ,14430,60980,94936,29933744.04,19356,  ,44668,72499,21663915.98,  ,14404,N ,N ,N ,N 
APLENZIN ,BUPROPION HBR ,654,3222,4311.4,3521471.30,619,  ,1587,2320.3,1749813.73,  ,329,N ,N ,N ,N 
APOKYN ,APOMORPHINE HCL ,393,2072,2582.7,48291969.66,732,  ,1592,1980.1,37076662.41,  ,571,N ,N ,N ,N 
APRACLONIDINE HCL ,APRACLONIDINE HCL ,1158,5165,6599.6,516228.22,1681,  ,4718,6080.1,474521.38,  ,1527,N ,N ,N ,N 
APRI ,DESOGESTREL-ETHINYL ESTRADIOL ,2412,12899,15688,303914.89,2147,  ,16,31.3,481.88,* ,,N ,N ,N ,N 
APRISO ,MESALAMINE ,14228,131561,168647.5,52390739.89,24248,  ,108379,142071.8,43768869.29,  ,20095,N ,N ,N ,N 
APTIOM ,ESLICARBAZEPINE ACETATE ,923,5087,5475.1,4112603.01,1432,  ,871,995.4,644145.74,  ,292,N ,N ,N ,N 
APTIVUS ,TIPRANAVIR ,401,3144,3245,4071996.45,365,  ,545,593,733871.20,  ,78,N ,N ,N ,N 
ARALAST NP ,ALPHA-1-PROTEINASE INHIBITOR ,262,3751,3772.8,26035929.20,266,  ,1716,1737.8,11957942.41,  ,127,N ,N ,N ,N 
ARANELLE ,NORETHINDRONE-ETHINYL ESTRAD ,114,549,670.5,17831.24,94,* ,,,,* ,,N ,N ,N ,N 
ARANESP ,DARBEPOETIN ALFA IN POLYSORBAT ,7715,54161,57155.7,62213415.30,11422,  ,48033,50694.6,53943371.88,  ,9914,N ,N ,N ,N 
ARAVA ,LEFLUNOMIDE ,297,1194,1789.8,1696788.45,277,  ,898,1411.7,1330892.55,  ,201,N ,N ,N ,N 
ARBINOXA ,CARBINOXAMINE MALEATE ,113,331,375.2,23769.50,202,  ,222,263.5,14917.44,  ,143,N ,N ,Y ,N 
ARCALYST ,RILONACEPT ,14,90,99,2065523.75,13,  ,51,58.2,1215445.50,* ,,N ,N ,N ,N 
ARCAPTA NEOHALER ,INDACATEROL MALEATE ,1729,13512,17727.3,3255045.59,3012,  ,12074,16023.3,2937268.99,  ,2695,N ,N ,N ,N 
ARESTIN ,MINOCYCLINE HCL MICROSPHERES ,2068,4196,4196,5206946.58,4070,  ,3919,3919,4755093.25,  ,3800,N ,N ,N ,N 
ARICEPT ,DONEPEZIL HCL ,7042,31049,39471.4,13516783.79,7610,  ,29358,37476.3,12808663.22,  ,7192,N ,N ,N ,N 
ARICEPT ODT ,DONEPEZIL HCL ,73,199,257.1,85137.36,73,  ,176,234.1,76111.75,# ,,N ,N ,N ,N 
ARIMIDEX ,ANASTROZOLE ,1430,7062,10801.1,4469423.60,1483,  ,6275,9786.5,4050762.57,  ,1333,N ,N ,N ,N 
ARISTOSPAN ,TRIAMCINOLONE HEXACETONIDE ,14,65,65,2179.47,48,# ,,,,# ,,N ,N ,N ,N 
ARIXTRA ,FONDAPARINUX SODIUM ,399,1407,1473.8,4147575.19,373,  ,834,886.4,2327682.66,  ,226,N ,N ,N ,N 
ARMOUR THYROID ,"THYROID,PORK ",35082,212040,374758.2,3531458.45,51167,  ,177621,323872,2975712.18,  ,43420,N ,N ,Y ,N 
AROMASIN ,EXEMESTANE ,978,4451,5903.6,3291803.71,1028,  ,3957,5319.6,2958347.15,  ,913,N ,N ,N ,N 
ARTHROTEC 50 ,DICLOFENAC SODIUM/MISOPROSTOL ,797,2590,3284.7,776838.40,766,  ,2287,2932.7,684776.99,  ,673,N ,N ,N ,N 
ARTHROTEC 75 ,DICLOFENAC SODIUM/MISOPROSTOL ,2049,7166,9946.5,2330470.75,1983,  ,6152,8716,2031603.22,  ,1732,N ,N ,N ,N 
ARZERRA ,OFATUMUMAB ,,13,13,85216.89,,  ,13,13,85216.89,* ,,N ,N ,N ,N 
ASACOL ,MESALAMINE ,377,604,647.5,150325.61,371,  ,460,500.3,118245.06,  ,291,N ,N ,N ,N 
ASACOL HD ,MESALAMINE ,24129,164091,223020.6,104211083.64,33519,  ,136844,190873.8,87457611.67,  ,28074,N ,N ,N ,N 
ASCOMP WITH CODEINE ,CODEINE/BUTALBITAL/ASA/CAFFEIN ,7241,26644,27665.6,2742476.19,7013,  ,17687,18520.2,1771096.84,  ,4795,Y ,N ,Y ,N 
ASMANEX ,MOMETASONE FUROATE ,53248,291624,398516.9,67615074.68,85397,  ,233752,328873.8,55653722.46,  ,67457,N ,N ,N ,N 
ASPIRIN-CAFFEINE-DIHYDROCODEIN ,DIHYDROCODEINE/ASPIRIN/CAFFEIN ,21,62,64,5319.14,21,  ,32,34,3326.61,# ,,Y ,N ,N ,N 
ASSURE ID INSULIN SAFETY ,"SYRINGE,NEEDLE,INSULN,SF 0.5ML ",15,80,80,1908.61,18,  ,80,80,1908.61,  ,18,N ,N ,N ,N 
ASTAGRAF XL ,TACROLIMUS ,54,233,261,174196.53,63,  ,90,104,58845.68,  ,21,N ,N ,N ,N 
ASTELIN ,AZELASTINE HCL ,969,1559,1904.6,230784.53,986,  ,1236,1534.2,189598.28,  ,769,N ,N ,N ,N 
ASTEPRO ,AZELASTINE HCL ,24220,88822,111242.8,13322236.94,46050,  ,73018,92823.2,11054760.40,  ,39147,N ,N ,N ,N 
ATACAND ,CANDESARTAN CILEXETIL ,6624,28218,42876,4572968.22,6445,  ,26732,40828.4,4352707.26,  ,6084,N ,N ,N ,N 
ATACAND HCT ,CANDESARTAN/HYDROCHLOROTHIAZID ,1972,7583,12250.7,1475390.04,1839,  ,7218,11720.6,1408509.42,  ,1733,N ,N ,N ,N 
ATELVIA ,RISEDRONATE SODIUM ,15429,191823,254254.5,41881909.58,36555,  ,178047,237086,39037152.18,  ,33820,N ,N ,N ,N 
ATENOLOL ,ATENOLOL ,319452,13395937,25498756.9,97247478.25,2605434,  ,11702966,22997706.8,87380148.18,  ,2323461,N ,N ,N ,N 
ATENOLOL-CHLORTHALIDONE ,ATENOLOL/CHLORTHALIDONE ,79043,742900,1383898.4,9940979.52,150212,  ,644094,1238158.6,8818758.76,  ,132446,N ,N ,N ,N 
ATIVAN ,LORAZEPAM ,3579,15208,18180,13055310.44,3083,  ,12280,15020.3,10003040.07,  ,2531,N ,N ,N ,N 
ATORVASTATIN CALCIUM ,ATORVASTATIN CALCIUM ,419327,32603055,57706940.1,747635818.25,6740061,  ,28021119,51088463,661040543.09,  ,5866527,N ,N ,N ,N 
ATOVAQUONE ,ATOVAQUONE ,4697,15001,15804.5,18781023.45,5400,  ,6428,6891.1,7668211.36,  ,2592,N ,N ,N ,N 
ATOVAQUONE-PROGUANIL HCL ,ATOVAQUONE/PROGUANIL HCL ,14929,42687,46495.8,5618391.82,39482,  ,40975,44496.7,5172395.62,  ,38317,N ,N ,N ,N 
ATRALIN ,TRETINOIN ,631,1142,1268.9,433024.81,737,  ,841,953.4,322071.37,  ,575,N ,N ,N ,N 
ATRIPLA ,EFAVIRENZ/EMTRICITAB/TENOFOVIR ,11647,264045,281612.5,576987912.76,29480,  ,57189,64424.3,131267167.28,  ,6776,N ,N ,N ,N 
ATROPINE CARE ,ATROPINE SULFATE ,648,967,1072.5,17063.99,783,  ,794,875.4,13717.96,  ,661,N ,N ,N ,N 
ATROPINE SULFATE ,ATROPINE SULFATE ,19021,61619,76077.1,1275942.30,40249,  ,49606,61234.7,1024568.37,  ,34418,N ,N ,N ,N 
ATROVENT ,IPRATROPIUM BROMIDE ,337,871,1094.9,115028.69,336,  ,807,1025.7,108332.12,  ,307,N ,N ,N ,N 
ATROVENT HFA ,IPRATROPIUM BROMIDE ,75922,372177,446658.3,110877419.45,107631,  ,272765,332958.8,82901565.71,  ,81332,N ,N ,N ,N 
AUBAGIO ,TERIFLUNOMIDE ,1997,30588,34371,166377476.89,4693,  ,7128,8174.5,39611588.29,  ,1087,N ,N ,N ,N 
AUGMENTIN ,AMOXICILLIN/POTASSIUM CLAV ,552,695,697.3,465500.91,509,  ,541,542.5,368464.44,  ,406,N ,Y ,N ,N 
AUGMENTIN XR ,AMOXICILLIN/POTASSIUM CLAV ,42,64,72.3,69187.33,39,  ,44,44.3,32827.22,# ,,N ,Y ,N ,N 
AURAX ,ANTIPYRINE/BENZOCAINE ,,15,15,2632.92,,* ,,,,* ,,N ,N ,N ,N 
AURODEX ,ANTIPYRINE/BENZOCAINE ,87,106,106,1085.33,91,  ,63,63,644.42,  ,51,N ,N ,N ,N 
AUROGUARD ,ANTIPYRINE/BENZOCAINE ,408,438,446.2,5148.53,420,  ,295,301.8,3482.71,  ,283,N ,N ,N ,N 
AUTOSHIELD DUO PEN NEEDLE ,"PEN NEEDLE, DIABETIC, SAFETY ",10961,64088,68600.8,3615991.46,19005,  ,52935,56517,2951508.17,  ,15770,N ,N ,N ,N 
AUTOSHIELD PEN NEEDLE ,"NEEDLES, INSULIN DISP., SAFETY ",2984,11624,14110.6,799205.19,3808,  ,9564,11539.8,650384.90,  ,3125,N ,N ,N ,N 
AUVI-Q ,EPINEPHRINE ,6336,8634,8867.7,3453491.66,7464,  ,4712,4890.2,1869972.66,  ,4336,N ,N ,N ,N 
AVALIDE ,IRBESARTAN/HYDROCHLOROTHIAZIDE ,2026,8652,14147.2,2082158.84,1842,  ,8042,13275.1,1955545.25,  ,1719,N ,N ,N ,N 
AVANDAMET ,ROSIGLITAZONE/METFORMIN HCL ,104,385,797.5,145763.33,122,  ,357,741.5,133162.77,  ,110,N ,N ,N ,N 
AVANDARYL ,ROSIGLITAZONE/GLIMEPIRIDE ,26,105,189,30274.22,25,  ,83,145,22965.93,# ,,N ,N ,N ,N 
AVANDIA ,ROSIGLITAZONE MALEATE ,421,1868,3552.5,587815.34,509,  ,1656,3190.3,524343.87,  ,447,N ,N ,N ,N 
AVAPRO ,IRBESARTAN ,6754,31095,50804.4,6390140.15,6340,  ,29206,48188.7,6067558.92,  ,5984,N ,N ,N ,N 
AVASTIN ,BEVACIZUMAB ,366,4182,4222.4,21120296.92,844,  ,3382,3409.2,17030467.20,  ,705,N ,N ,N ,N 
AVC ,SULFANILAMIDE ,180,256,283.8,45178.81,183,  ,230,255.8,40967.06,  ,161,N ,N ,N ,N 
AVEED ,TESTOSTERONE UNDECANOATE ,25,49,75.7,44905.83,26,  ,34,58,32816.53,# ,,N ,N ,N ,N 
AVELOX ,MOXIFLOXACIN HCL ,36739,67961,68249,14790726.24,59041,  ,55507,55750,11887023.71,  ,48383,N ,Y ,N ,N 
AVELOX ABC PACK ,MOXIFLOXACIN HCL ,1617,1978,1982.5,408245.30,1755,  ,1570,1574.3,327085.72,  ,1383,N ,Y ,N ,N 
AVELOX IV ,MOXIFLOXACIN IN NACL (ISO-OSM) ,359,841,841,172077.48,443,  ,726,726,144114.01,  ,382,N ,Y ,N ,N 
AVIANE ,LEVONORGESTREL-ETHIN ESTRADIOL ,2446,11724,14268.5,267673.97,2219,  ,30,62.7,937.65,* ,,N ,N ,N ,N 
AVINZA ,MORPHINE SULFATE ,5246,28065,29118.8,14477192.26,4652,  ,11376,12027.5,5006796.74,  ,1997,Y ,N ,N ,N 
AVITA ,TRETINOIN ,58,90,124,8681.34,59,  ,69,95,6986.84,  ,43,N ,N ,N ,N 
AVODART ,DUTASTERIDE ,101141,1494844,2373192.3,318289854.50,277583,  ,1419845,2277646.6,305264767.75,  ,265349,N ,N ,N ,N 
AVONEX ,INTERFERON BETA-1A ,5478,63563,68754.3,325943103.63,7754,  ,27057,29714.2,141149920.08,  ,3175,N ,N ,N ,N 
AVONEX ADMINISTRATION PACK ,INTERFERON BETA-1A/ALBUMIN ,980,7217,7823.5,36815722.01,986,  ,2882,3156.3,15009873.18,  ,381,N ,N ,N ,N 
AVONEX PEN ,INTERFERON BETA-1A ,4084,57683,63616.6,300973258.81,6937,  ,21140,24035.2,113908036.59,  ,2521,N ,N ,N ,N 
AXERT ,ALMOTRIPTAN MALATE ,1712,6145,6993.6,2830612.56,1549,  ,3141,3773,1455167.22,  ,843,N ,N ,N ,N 
AXIRON ,TESTOSTERONE ,8631,30202,37798.4,16204349.08,10353,  ,22345,28825.4,12263859.83,  ,7808,N ,N ,N ,N 
AXONA ,"NUT.TX, METAB.DIS, MV & MIN #2 ",422,1397,1579,135493.48,454,  ,1381,1557,133359.83,# ,,N ,N ,N ,N 
AYGESTIN ,NORETHINDRONE ACETATE ,32,92,157.1,13550.86,32,  ,54,109.1,7152.08,  ,20,N ,N ,N ,N 
AZACITIDINE ,AZACITIDINE ,74,349,352.6,1724854.32,99,  ,315,318.6,1541167.35,# ,,N ,N ,N ,N 
AZACTAM ,AZTREONAM ,830,2269,2269,1033404.67,917,  ,1521,1521,624234.65,  ,656,N ,Y ,N ,N 
AZACTAM-ISO-OSMOTIC DEXTROSE ,AZTREONAM/DEXTROSE-WATER ,289,1067,1067,392484.61,320,  ,843,843,300953.81,  ,252,N ,Y ,N ,N 
AZASAN ,AZATHIOPRINE ,751,2713,4252.7,786070.44,701,  ,1725,2972.2,519634.76,  ,467,N ,N ,N ,N 
AZASITE ,AZITHROMYCIN ,11179,52649,55763.8,7033640.67,27248,  ,48102,50969.3,6443594.51,  ,25053,N ,N ,N ,N 
AZATHIOPRINE ,AZATHIOPRINE ,43468,406027,598091.3,13739907.38,75959,  ,278197,431822.2,9591422.92,  ,52681,N ,N ,N ,N 
AZELASTINE HCL ,AZELASTINE HCL ,115575,899172,1099109.8,63453649.01,395603,  ,732606,909326.4,52473529.39,  ,333191,N ,N ,N ,N 
AZELEX ,AZELAIC ACID ,2082,4374,4721,1528181.83,2416,  ,2910,3173.9,1008545.66,  ,1808,N ,N ,N ,N 
AZILECT ,RASAGILINE MESYLATE ,16593,263652,365766.8,165283841.65,44745,  ,244723,341102.8,153920729.44,  ,41502,N ,N ,N ,N 
AZITHROMYCIN ,AZITHROMYCIN ,544625,7339954,7415477.3,70699118.73,5274010,  ,5712002,5772971.6,54144083.05,  ,4176614,N ,Y ,N ,N 
AZOPT ,BRINZOLAMIDE ,37187,541197,812849.8,100705517.93,138115,  ,508095,766454.1,94877118.49,  ,129844,N ,N ,N ,N 
AZOR ,AMLODIPINE BES/OLMESARTAN MED ,42788,415576,634307.1,105833887.31,77199,  ,378023,584413.2,97270464.94,  ,70159,N ,N ,N ,N 
AZTREONAM ,AZTREONAM ,1679,4816,4824,2665546.80,1880,  ,3135,3135,1483215.80,  ,1311,N ,Y ,N ,N 
AZULFIDINE ,SULFASALAZINE ,444,1581,2399.2,297377.72,442,  ,1408,2111.7,265184.89,  ,371,N ,N ,N ,N 
AZURETTE ,DESOG-E.ESTRADIOL/E.ESTRADIOL ,923,4035,5414.7,188567.29,821,  ,22,30.7,746.31,* ,,N ,N ,N ,N 
B-D SINGLE USE ALCOHOL SWAB ,ALCOHOL ANTISEPTIC PADS ,164,747,835,2771.82,200,  ,606,684.1,2185.36,  ,157,N ,N ,N ,N 
BACIIM ,BACITRACIN ,,76,76,4338.03,,  ,64,64,3854.96,* ,,N ,N ,N ,N 
BACITRACIN ,BACITRACIN ,26158,127095,128963.2,7696319.92,84681,  ,113196,114936.4,6830314.12,  ,76401,N ,N ,N ,N 
BACITRACIN-POLYMYXIN ,BACITRACIN/POLYMYXIN B SULFATE ,12171,35165,35642.4,724369.60,25501,  ,30575,31028.7,628456.32,  ,22293,N ,N ,N ,N 
BACLOFEN ,BACLOFEN ,207083,3259160,3847516.8,66273046.33,787774,  ,1505727,1826808.4,26427389.92,  ,441851,N ,N ,N ,N 
BACTRIM ,SULFAMETHOXAZOLE/TRIMETHOPRIM ,51,83,153.2,6114.41,50,  ,69,126.2,4944.89,# ,,N ,Y ,N ,N 
BACTRIM DS ,SULFAMETHOXAZOLE/TRIMETHOPRIM ,519,748,870,51545.79,487,  ,599,689.6,39161.31,  ,408,N ,Y ,N ,N 
BACTROBAN ,MUPIROCIN ,533,876,904.6,104744.95,558,  ,695,714.6,71345.65,  ,451,N ,N ,N ,N 
BACTROBAN ,MUPIROCIN CALCIUM ,1684,3158,3261.8,484468.99,1742,  ,2287,2357,327080.38,  ,1316,N ,N ,N ,N 
BACTROBAN NASAL ,MUPIROCIN CALCIUM ,13091,21281,21412.7,2960272.03,17940,  ,16879,16982.5,2307237.00,  ,14381,N ,N ,N ,N 
BALSALAZIDE DISODIUM ,BALSALAZIDE DISODIUM ,13504,105653,156210,19253936.88,21542,  ,93194,140602.3,17243092.42,  ,19088,N ,N ,N ,N 
BALZIVA ,NORETHINDRONE-ETHINYL ESTRAD ,620,3524,4175.9,113201.14,556,  ,69,75.9,1879.37,  ,12,N ,N ,N ,N 
BANZEL ,RUFINAMIDE ,1720,21666,22750.9,35677287.93,2052,  ,894,1013,1601138.81,  ,117,N ,N ,N ,N 
BARACLUDE ,ENTECAVIR ,6079,55662,65900.7,73940499.73,8475,  ,35562,43740,49704991.97,  ,5538,N ,N ,N ,N 
BCG VACCINE (TICE STRAIN) ,BCG LIVE ,210,588,644.8,291556.16,377,  ,552,606.3,275366.10,  ,356,N ,N ,N ,N 
BCG VACCINE (TICE STRAIN) ,"BCG VACCINE, LIVE/PF ",30,47,51.6,14893.12,32,# ,,,,# ,,N ,N ,N ,N 
BD INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",21,66,72.5,1239.00,25,  ,47,52.9,942.32,# ,,N ,N ,N ,N 
BD INSULIN SYRINGE MICRO-FINE ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",27,92,136.3,1358.04,32,  ,56,85,855.06,  ,18,N ,N ,N ,N 
BD INSULIN SYRINGE MICRO-FINE ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",135,433,507.8,8712.76,151,  ,300,353.2,5719.92,  ,103,N ,N ,N ,N 
BD INSULIN SYRINGE MICRO-FINE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",37,83,91.8,1859.01,37,  ,65,72.2,1458.41,# ,,N ,N ,N ,N 
BD INSULIN SYRINGE ULT-FINE II ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",93,197,254,5205.63,94,  ,145,189.7,3678.03,  ,63,N ,N ,N ,N 
BD INSULIN SYRINGE ULT-FINE II ,"SYRINGE & NEEDLE,INSULIN,1 ML ",247,545,691.9,14252.12,247,  ,346,439.6,9142.59,  ,158,N ,N ,N ,N 
BD INSULIN SYRINGE ULTRA-FINE ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",41,88,94.5,2004.30,40,  ,76,82.1,1740.77,# ,,N ,N ,N ,N 
BD ULTRA-FINE II ,LANCETS ,,15,15.1,162.90,,  ,15,15.1,162.90,* ,,N ,N ,N ,N 
BD ULTRA-FINE PEN NEEDLE ,"NEEDLES, INSULIN DISPOSABLE ",207331,2971561,5151281.3,135531943.46,957664,  ,2229448,3994898.4,101483088.97,  ,718216,N ,N ,N ,N 
BECONASE AQ ,BECLOMETHASONE DIPROPIONATE ,3498,9605,13147.8,2118528.35,3521,  ,7385,10563.5,1688307.36,  ,2827,N ,N ,N ,N 
BELLADONNA-OPIUM ,OPIUM/BELLADONNA ALKALOIDS ,588,1053,1062.1,510410.06,565,  ,642,651,260827.58,  ,399,Y ,N ,N ,N 
BELVIQ ,LORCASERIN HCL ,,15,15.7,2360.07,,* ,,,,* ,,N ,N ,N ,N 
BENAZEPRIL HCL ,BENAZEPRIL HCL ,182087,3482059,6271111.1,35100023.18,659503,  ,3028830,5596778.3,31162983.10,  ,581645,N ,N ,N ,N 
BENAZEPRIL-HYDROCHLOROTHIAZIDE ,BENAZEPRIL/HYDROCHLOROTHIAZIDE ,68380,563578,1039780.3,41500770.34,112338,  ,496425,939950.8,37452679.16,  ,100216,N ,N ,N ,N 
BENICAR ,OLMESARTAN MEDOXOMIL ,132073,1728494,2745705.7,372752253.03,330993,  ,1580486,2542897.8,344687231.01,  ,303355,N ,N ,N ,N 
BENICAR HCT ,OLMESARTAN/HYDROCHLOROTHIAZIDE ,94622,1039619,1661304.5,239740136.44,197868,  ,941141,1527266.4,220032786.55,  ,179590,N ,N ,N ,N 
BENLYSTA ,BELIMUMAB ,169,2123,2189.9,5707354.08,262,  ,382,393.1,1004954.80,  ,50,N ,N ,N ,N 
BENSAL HP ,BENZOIC ACID/SALICYLIC ACID ,14,16,16,4255.39,14,# ,,,,# ,,N ,N ,N ,N 
BENSAL HP ,SALICYLIC ACID ,61,101,101,44932.28,62,  ,84,84,37615.51,  ,50,N ,N ,N ,N 
BENTYL ,DICYCLOMINE HCL ,500,1195,1629.6,96516.23,487,  ,950,1348,72966.21,  ,414,N ,N ,N ,N 
BENZACLIN ,CLINDAMYCIN PHOS/BENZOYL PEROX ,421,737,770.2,278854.30,434,  ,265,295.8,102025.53,  ,176,N ,N ,N ,N 
BENZAMYCIN ,ERYTHROMYCIN/BENZOYL PEROXIDE ,19,26,30,8515.19,19,* ,,,,* ,,N ,N ,N ,N 
BENZEFOAM ,BENZOYL PEROXIDE ,,14,15,3210.22,11,* ,,,,* ,,N ,N ,N ,N 
BENZEPRO ,BENZOYL PEROXIDE ,12,14,14,2321.85,12,* ,,,,* ,,N ,N ,N ,N 
BENZONATATE ,BENZONATATE ,4941,21107,21226.3,151550.27,14644,  ,18634,18752.1,132180.95,  ,12893,N ,N ,N ,N 
BENZOYL PEROXIDE ,BENZOYL PEROXIDE ,55,64,68.4,2418.21,55,  ,12,12,703.59,  ,11,N ,N ,N ,N 
BENZTROPINE MESYLATE ,BENZTROPINE MESYLATE ,88542,2392551,2531662.2,24866527.88,306664,  ,488567,529125.3,5318265.22,  ,68127,N ,N ,Y ,N 
BEPREVE ,BEPOTASTINE BESILATE ,9818,51051,60189.9,11623389.95,22657,  ,44822,52884.5,10153346.20,  ,20051,N ,N ,N ,N 
BERINERT ,C1 ESTERASE INHIBITOR ,68,538,544,25685310.87,73,  ,108,110,4790365.45,  ,25,N ,N ,N ,N 
BESIVANCE ,BESIFLOXACIN HCL ,12308,299468,311270.8,37336547.30,215852,  ,282617,293874.1,35222573.12,  ,204214,N ,N ,N ,N 
BETADINE ,POVIDONE-IODINE ,28,69,73,1201.66,48,# ,,,,# ,,N ,N ,N ,N 
BETAGAN ,LEVOBUNOLOL HCL ,216,781,1265.6,71022.33,201,# ,,,,# ,,N ,N ,N ,N 
BETAMETHASONE ACETATE-SOD PHOS ,BETAMET ACET/BETAMET NA PH ,330,869,913.1,32070.19,628,  ,729,754.1,25817.79,  ,528,N ,N ,N ,N 
BETAMETHASONE DIPROPIONATE ,BETAMETHASONE DIPROPIONATE ,94263,437853,456480.3,29831389.61,233612,  ,350074,366539.5,23667507.04,  ,191216,N ,N ,N ,N 
BETAMETHASONE DIPROPIONATE ,BETAMETHASONE/PROPYLENE GLYC ,54220,238703,247225,15254926.27,139164,  ,196954,204615.4,12428455.78,  ,117454,N ,N ,N ,N 
BETAMETHASONE VALERATE ,BETAMETHASONE VALERATE ,57538,250104,262673.3,11699345.29,140967,  ,202554,213818.3,9567205.16,  ,117514,N ,N ,N ,N 
BETAPACE ,SOTALOL HCL ,441,1989,3295.4,881843.22,374,  ,1848,3122.4,832118.35,  ,354,N ,N ,N ,N 
BETAPACE AF ,SOTALOL HCL ,287,1385,2162,563727.75,254,  ,1343,2115,549468.25,# ,,N ,N ,N ,N 
BETASERON ,INTERFERON BETA-1B ,3414,35054,38498.5,187300346.21,4565,  ,11083,12842.8,62997824.22,  ,1435,N ,N ,N ,N 
BETAXOLOL HCL ,BETAXOLOL HCL ,7487,40911,65205.6,3008552.89,9922,  ,38570,61959.7,2862851.69,  ,9401,N ,N ,N ,N 
BETHANECHOL CHLORIDE ,BETHANECHOL CHLORIDE ,29467,248415,301622.6,11945369.70,53336,  ,198544,245052,9565161.85,  ,43888,N ,N ,N ,N 
BETIMOL ,TIMOLOL ,8386,39302,61764,4178073.44,13099,  ,37838,59696,4029482.49,  ,12599,N ,N ,N ,N 
BETOPTIC S ,BETAXOLOL HCL ,8156,45478,73769.9,11028143.60,11307,  ,43725,71245,10642647.16,  ,10894,N ,N ,N ,N 
BEYAZ ,DROSPIR/ETH ESTRA/LEVOMEFOL CA ,167,653,804.2,88626.53,143,* ,,,,* ,,N ,N ,N ,N 
